game,0
check,False
check,False
check,False
check,False
game,1
check,False
check,False
check,False
check,False
game,2
check,False
check,False
check,False
check,False
check,False
check,False
game,3
check,False
check,False
check,False
check,False
game,4
check,False
check,False
game,5
check,False
check,False
check,False
check,False
check,False
game,6
check,False
check,False
game,7
check,True
check,False
check,False
check,False
game,8
check,False
check,False
check,False
game,9
check,True
check,False
check,False
check,False
game,10
check,False
check,False
check,False
check,False
game,11
check,True
check,True
check,False
check,True
check,False
game,12
check,True
check,False
check,False
check,False
check,False
check,False
game,13
check,False
check,False
check,False
check,False
check,False
game,14
check,False
check,False
check,False
check,False
game,15
check,False
check,False
check,False
check,False
game,16
check,True
check,True
check,False
check,False
game,17
check,True
check,True
game,18
check,True
check,False
check,False
check,False
check,True
check,False
game,19
check,False
check,False
check,False
game,20
check,False
check,False
check,False
check,False
game,21
check,False
check,False
check,False
game,22
check,True
check,False
game,23
check,False
check,False
check,False
game,24
check,True
check,False
check,False
game,25
check,True
check,False
check,False
check,False
check,False
check,False
check,False
check,False
check,False
game,26
check,True
check,False
check,False
check,False
check,False
check,False
check,False
check,False
check,False
check,False
check,False
check,False
check,False
game,27
check,True
check,False
check,False
check,False
check,False
check,False
game,28
check,False
check,False
check,False
check,False
check,False
check,False
game,29
check,True
check,False
check,False
check,False
check,False
game,30
check,True
check,False
game,31
check,True
check,True
check,False
check,True
check,False
check,False
check,False
game,32
check,False
check,True
check,False
game,33
check,True
check,False
game,34
check,False
check,False
check,False
check,False
check,False
check,False
game,35
check,True
check,True
check,False
game,36
check,True
check,False
game,37
check,False
check,False
check,False
check,False
game,38
check,False
check,False
check,False
check,False
game,39
check,False
check,False
check,False
check,False
game,40
check,False
check,True
check,False
check,True
check,False
game,41
check,True
check,False
check,False
game,42
check,False
check,False
check,False
game,43
check,False
check,False
check,False
game,44
check,False
check,False
check,False
check,False
check,False
game,45
check,True
check,True
game,46
check,False
check,True
check,False
check,False
check,False
game,47
check,True
check,False
check,False
check,False
check,False
game,48
check,True
check,False
game,49
check,False
game,50
check,False
check,False
check,True
check,False
check,False
check,False
check,False
check,False
check,False
check,False
game,51
check,True
check,False
check,False
game,52
check,True
check,False
check,False
game,53
check,True
check,False
check,False
check,False
check,False
check,True
game,54
check,True
check,False
check,False
check,True
check,False
check,False
check,False
check,False
check,False
game,55
check,False
check,False
check,False
game,56
check,True
check,False
check,False
check,True
check,True
game,57
check,True
check,False
check,False
check,False
check,False
game,58
